,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Tên vật tư,Mã,Mã vật tư tính giá,Đvt,Đvt hộp,Hệ số hộp,Đvt M2,Hế số M2,Loại vật tư,Mã nhóm mẹ,Hãng sản xuất,Nhóm hàng,Sản phẩm,Thuế TTĐB,Đơn vị cơ sở,Quy cách,Quy cách Code,Id,Ngày tạo mới
Đầu ghi XVR 5108 HS-X,CCDC00314,,cái,, ,, ,Vật tư hàng hóa,CCDC,,CCDC,,0%,,Công cụ dụng cụ,CCDC,20983,4/10/2021
Ổ cứng Toshiba,CCDC00315,,cái,, ,, ,Vật tư hàng hóa,CCDC,,CCDC,,0%,,Công cụ dụng cụ,CCDC,20984,4/10/2021
Kệ lá lật 10 cánh 2021,CCDC00316,,Bộ,, ,, ,Vật tư hàng hóa,CCDC,NCC4879,CCDC,,0%,,Công cụ dụng cụ,CCDC,20985,4/12/2021
Máy nước nóng lạnh Toshiba,CCDC00317,,Cái,, ,, ,Vật tư hàng hóa,CCDC,,CCDC,,0%,,Công cụ dụng cụ,CCDC,20986,4/13/2021
Kệ sắt,CCDC00318,,Bộ,, ,, ,Vật tư hàng hóa,CCDC,,CCDC,,0%,,Công cụ dụng cụ,CCDC,20987,5/3/2021
Điện thoại homephone V1207,CCDC00319,,Cái,, ,, ,Vật tư hàng hóa,CCDC,,CCDC,,0%,,Công cụ dụng cụ,CCDC,20988,5/10/2021
Quạt treo Senko,CCDC00320,,Cái,, ,, ,Vật tư hàng hóa,CCDC,,CCDC,,0%,,Công cụ dụng cụ,CCDC,20989,5/18/2021
Lá sắt 80*120,CCDC00321,,Cái,, ,, ,Vật tư hàng hóa,CCDC,NCC4560,CCDC,,0%,,Công cụ dụng cụ,CCDC,20990,5/19/2021
Camera DahuaDH HAC HFW1239,CCDC00322,,Cái,, ,, ,Vật tư hàng hóa,CCDC,,CCDC,,0%,,Công cụ dụng cụ,CCDC,20991,1/24/2022
CPU core I7,CCDC00323,,Cái,, ,, ,Vật tư hàng hóa,CCDC,,CCDC,,0%,,Công cụ dụng cụ,CCDC,20992,2/19/2022
Màn hình máy tính AOC 19.5,CCDC00324,,Cái,, ,, ,Vật tư hàng hóa,CCDC,,CCDC,,0%,,Công cụ dụng cụ,CCDC,20993,3/4/2022
Màn hình máy tính AOC 19.5,CCDC00325,,cái,, ,, ,Vật tư hàng hóa,,NCC0068,CCDC,,0%,,Công cụ dụng cụ,CCDC,13286,3/5/2022
Máy lạnh comfee Siriusa,CCDC00326,,cái,, ,, ,Dịch vụ,CCDC,NCC0068,CCDC,,0%,,Công cụ dụng cụ,CCDC,21389,3/18/2022
Thiết bị lưu trữ Qnap,CCDC00327,,bộ,, ,, ,Vật tư hàng hóa,CCDC,,CCDC,,0%,,Công cụ dụng cụ,CCDC,21436,3/26/2022
Bộ lưu điện Santak- C2K-LCD,CCDC00328,,bộ,, ,, ,Vật tư hàng hóa,CCDC,,CCDC,,0%,,Công cụ dụng cụ,CCDC,21437,3/26/2022
Máy siết đai,CCDC00329,,bộ,, ,, ,Vật tư hàng hóa,CCDC,,CCDC,,0%,,Công cụ dụng cụ,CCDC,21473,4/4/2022
Máy khoan,CCDC00330,,bộ,, ,, ,Vật tư hàng hóa,CCDC,,CCDC,,0%,,Công cụ dụng cụ,CCDC,21474,4/4/2022
Máy cắt,CCDC00331,,bộ,, ,, ,Vật tư hàng hóa,CCDC,,CCDC,,0%,,Công cụ dụng cụ,CCDC,21475,4/4/2022
Thang,CCDC00332,,bộ,, ,, ,Vật tư hàng hóa,CCDC,,CCDC,,0%,,Công cụ dụng cụ,CCDC,21476,4/4/2022
Giàn phơi gạch,CCDC00333,,Cái,, ,, ,Dịch vụ,CCDC,,CCDC,,0%,,Công cụ dụng cụ,CCDC,21547,4/25/2022
Xe chuyển vữa,CCDC00334,,Chiếc,, ,, ,Dịch vụ,CCDC,,CCDC,,0%,,Công cụ dụng cụ,CCDC,21549,4/25/2022
Kệ gạch bông gió 15 viên,CCDC00335,,Cái,, ,, ,Vật tư hàng hóa,CCDC,,CCDC,,0%,,Công cụ dụng cụ,CCDC,21583,5/3/2022
Cân điện tử ( định mức ),CCDC00336,,cái,, ,, ,Vật tư hàng hóa,CCDC,,CCDC,,0%,,Công cụ dụng cụ,CCDC,21587,5/4/2022
Máy bơm áp 200w,CCDC00337,,Cái,, ,, ,Vật tư hàng hóa,CCDC,,CCDC,,0%,,Công cụ dụng cụ,CCDC,21592,5/5/2022
Máy hàn,CCDC00338,,Cái,, ,, ,Vật tư hàng hóa,CCDC,,CCDC,,0%,,Công cụ dụng cụ,CCDC,21593,5/5/2022
Máy nén khí Pegasus 230lit,CCDC00339,,Cái,, ,, ,Vật tư hàng hóa,CCDC,,CCDC,,0%,,Công cụ dụng cụ,CCDC,21594,5/5/2022
Kệ lá lật 15 cánh 2022,CCDC00340,,Bộ,, ,, ,Vật tư hàng hóa,CCDC,,CCDC,,0%,,Công cụ dụng cụ,CCDC,21685,5/23/2022
Khuôn mẫu 801,CCDC00341,,Cái,, ,, ,Vật tư hàng hóa,CCDC,,CCDC,,0%,,Công cụ dụng cụ,CCDC,21703,5/27/2022
Khuôn mẫu 802,CCDC00342,,Cái,, ,, ,Vật tư hàng hóa,CCDC,,CCDC,,0%,,Công cụ dụng cụ,CCDC,21704,5/27/2022
Khuôn mẫu 803,CCDC00343,,Cái,, ,, ,Vật tư hàng hóa,CCDC,,CCDC,,0%,,Công cụ dụng cụ,CCDC,21705,5/27/2022
Khuôn mẫu 804,CCDC00344,,Cái,, ,, ,Vật tư hàng hóa,CCDC,,CCDC,,0%,,Công cụ dụng cụ,CCDC,21706,5/27/2022
Khuôn mẫu 805,CCDC00345,,Cái,, ,, ,Vật tư hàng hóa,CCDC,,CCDC,,0%,,Công cụ dụng cụ,CCDC,21707,5/27/2022
Khuôn mẫu 806,CCDC00346,,Cái,, ,, ,Vật tư hàng hóa,CCDC,,CCDC,,0%,,Công cụ dụng cụ,CCDC,21708,5/27/2022
Khuôn mẫu 808,CCDC00347,,Cái,, ,, ,Vật tư hàng hóa,CCDC,,CCDC,,0%,,Công cụ dụng cụ,CCDC,21709,5/27/2022
Khuôn mẫu 809,CCDC00348,,Cái,, ,, ,Vật tư hàng hóa,CCDC,,CCDC,,0%,,Công cụ dụng cụ,CCDC,21710,5/27/2022
Khuôn mẫu 833,CCDC00349,,Cái,, ,, ,Vật tư hàng hóa,CCDC,,CCDC,,0%,,Công cụ dụng cụ,CCDC,21711,5/27/2022
Khuôn mẫu 834,CCDC00350,,Cái,, ,, ,Vật tư hàng hóa,CCDC,,CCDC,,0%,,Công cụ dụng cụ,CCDC,21712,5/27/2022
Khuôn mẫu 835,CCDC00351,,Cái,, ,, ,Vật tư hàng hóa,CCDC,,CCDC,,0%,,Công cụ dụng cụ,CCDC,21713,5/27/2022
Khuôn mẫu 822,CCDC00352,,Cái,, ,, ,Vật tư hàng hóa,CCDC,,CCDC,,0%,,Công cụ dụng cụ,CCDC,21714,5/27/2022
Tấm rãnh,CCDC00353,,Cái,, ,, ,Vật tư hàng hóa,CCDC,,CCDC,,0%,,Công cụ dụng cụ,CCDC,21715,5/27/2022
Kệ lá lật 10 cánh 2022,CCDC00354,,Bộ,, ,, ,Vật tư hàng hóa,CCDC,,CCDC,,0%,,Công cụ dụng cụ,CCDC,22102,7/18/2022
Bồn chứa nước 1000L,CCDC00355,,cái,, ,, ,Vật tư hàng hóa,CCDC,,CCDC,,0%,,Công cụ dụng cụ,CCDC,22109,7/19/2022
Chiết khấu thương mại,CK,,đồng,, ,, ,Vật tư hàng hóa,DV,,CK,,0%,,,,20994,12/27/2017
Chiết khấu 7200/Hộp,CK001,,Ck,, ,, ,Dịch vụ,DV,,GACH,,0%,,,,20995,4/21/2017
Chiết khấu tháng 05,CK002,,Ck,, ,, ,Dịch vụ,DV,,GACH,,0%,,,,20996,4/26/2017
Chiết khấu trực tiếp,CK003,,Ck,, ,, ,Dịch vụ,DV,NCC0068,GACH,,0%,,,,20997,5/19/2017
Chiết khấu tháng 06,CK004,,Ck,, ,, ,Dịch vụ,DV,,GACH,,0%,,,,20998,7/25/2017
Chiết khấu Thương mại,CK005,,Ck,, ,, ,Dịch vụ,DV,,GACH,,0%,,,,20999,9/16/2017
Chiết khấu tháng 09,CK006,,Ck,, ,, ,Dịch vụ,DV,,GACH,,0%,,,,21000,10/17/2017
keo dán ốp lát gạch,CM02,,bao,, ,, ,Vật tư hàng hóa,HOTRO,,KENEM,,0%,,hàng hóa hổ trợ,HH,21001,12/8/2020
Chi phí đầu tư showroom cho cửa hàng,CPSR,,đồng,, ,, ,Vật tư hàng hóa,DV,,DV,,0%,,,,21003,4/17/2018
Phí đăng kiểm xe (51D-346.10),DANGKIEM,,năm,, ,, ,Dịch vụ,DV,,DV,,0%,,xetai,XETAI,21005,3/19/2019
Điều chỉnh,DC,,Lần,, ,, ,Vật tư hàng hóa,DV,,DV,,0%,,,,21006,6/6/2017
Dịch vụ đăng kiểm xe ô tô (51D-346.10),DVDANGKIEM,,Lần,, ,, ,Dịch vụ,DV,,DV,,0%,,xetai,XETAI,21009,3/19/2019
Chiết khấu giảm giá hàng bán,GIAMGIAHANGBAN,,Ck,, ,, ,Dịch vụ,DV,,GACH,,0%,,,,21011,4/25/2017
Gạch 60x60 MS 431008 loại 1,L1.6060.431008,L1.6060.431008,Viên,Hộp,4.00,M2,2.78,Vật tư hàng hóa,10.60X60,NCC4695,GACH,,0%,,gạch quy cách 60x60,6060,21017,1/29/2021
Gạch 60x60 MS 433211 loại 1,L1.6060.433211,L1.6060.433211,Viên,Hộp,4.00,M2,2.78,Vật tư hàng hóa,10.60X60,NCC4695,GACH,,0%,,gạch quy cách 60x60,6060,21018,1/29/2021
PHÁT SINH THÊM,LECHGIA,,VND,, ,, ,Vật tư hàng hóa,DV,,DV,,0%,,,,21019,8/22/2017
Lệ phí trước bạ ô tô  (51D-346.10),LEPHI,,Lần,, ,, ,Dịch vụ,DV,,DV,,0%,,xetai,XETAI,21020,3/19/2019
NVL Xi Măng Trắng SCG,NVL001,NVL001,Kg,Bao,40.00,Tấn,"1,000.00",Vật tư hàng hóa,BONGGIO,,NVL,,0%,,NGUYÊN VẬT LIỆU,NVL,21433,3/25/2022
NVL Dung dịch Sika đông kết nhanh,NVL002,NVL002,Lít,, ,, ,Vật tư hàng hóa,BONGGIO,,NVL,,0%,,NGUYÊN VẬT LIỆU,NVL,21432,3/25/2022
NVL Cát Trắng khô 0.0 - 0.4,NVL003,NVL003,Kg,Tấn,"1,000.00",, ,Vật tư hàng hóa,BONGGIO,,NVL,,0%,,NGUYÊN VẬT LIỆU,NVL,21431,3/25/2022
Pallet,PALLET,,cái,, ,, ,Vật tư hàng hóa,VT,,PALLET,,0%,,Công cụ dụng cụ,CCDC,21024,4/22/2017
Phí sử dụng đường bộ (51D-346.10),PHIDUONGBO,,Lần,, ,, ,Dịch vụ,DV,,DV,,0%,,xetai,XETAI,21025,3/19/2019
"Phí, lệ phí xe (51D-346.10)",PHIXE,,Lần,, ,, ,Dịch vụ,DV,,DV,,0%,,xetai,XETAI,21026,3/19/2019
Xe Toyota Innova (Trắng); SK: RL4JW8EM 6H3226181; SM: 1TR A231601 (51F-851.39),TSCD0001,,,,1.00,,1.00,Dịch vụ,TSCD,,DV,,0%,,,,21032,7/5/2017
Xe nâng Komatsu FD 35-7 (SK:M164-101521),TSCD0002,,,,1.00,,1.00,Dịch vụ,TSCD,,DV,,0%,,,,21033,7/5/2017
Xe nâng Sumitomo 21-FD120 (SK: D4H-21067),TSCD0003,,,,1.00,,1.00,Dịch vụ,TSCD,,DV,,0%,,,,21034,7/5/2017
Xe ô tô tải 5 chỗ Mazda BT 50 (Trắng); SK: MM7UR4DD0HW677929; SM: PAAT2370469 (61C- 267.41),TSCD0004,,,,1.00,,1.00,Dịch vụ,TSCD,,DV,,0%,,,,21035,7/5/2017
Xe nâng Toyota FD40 (đã qua sử dụng),TSCD0005,,,,1.00,,1.00,Dịch vụ,TSCD,,DV,,0%,,,,21036,7/5/2017
Xe ô tô tải 5 chỗ Mazda BT 50 (bạc); SK:MM7UR4DD8HW673479;SM:P4AT2363971 (51C -935.21),TSCD0006,,,,1.00,,1.00,Dịch vụ,TSCD,,DV,,0%,,,,21037,7/5/2017
Xe ô tô tải 5 chỗ Mazda BT 50 (Trắng);SK: MM7UR4DD7HW677930; SM:P4AT2369979 (51C- 926.26),TSCD0007,,,,1.00,,1.00,Dịch vụ,TSCD,,DV,,0%,,,,21038,7/5/2017
Xe ô tô tải 5 chỗ Mazda BT 50 (Trắng); SK: MM7UR4DD7HW676485;SM:P4AT2368389 (51C - 938.99),TSCD0008,,,,1.00,,1.00,Dịch vụ,TSCD,,DV,,0%,,,,21039,7/5/2017
Xe ô tô tải 5 chỗ Mazda BT 50 (nâu); SK:MM7UR4DD3HW675396;SM:P4AT2367206 (43C- 153.88),TSCD0009,,,,1.00,,1.00,Dịch vụ,TSCD,,DV,,0%,,,,21040,7/5/2017
Xe nâng Toyota FD35 (số khung 20636),TSCD0010,,,,1.00,,1.00,Dịch vụ,TSCD,,DV,,0%,,,,21041,7/5/2017
Xe nâng Toyota FD35 (Bình Dương),TSCD0011,,,,1.00,,1.00,Dịch vụ,TSCD,,DV,,0%,,,,21042,7/5/2017
Xe nâng Mitsubishi FD35 (Thủ Đức),TSCD0012,,,,1.00,,1.00,Dịch vụ,TSCD,,DV,,0%,,,,21043,7/5/2017
Xe ô tô tải 2.4 tấn Ollin (51D-120.62),TSCD0013,,,,1.00,,1.00,Dịch vụ,TSCD,,DV,,0%,,,,21044,7/5/2017
Xe ô tô tải 2.4 tấn Ollin (51D-120.22),TSCD0014,,,,1.00,,1.00,Dịch vụ,TSCD,,DV,,0%,,,,21045,7/5/2017
Xe ô tô tải Ollin 2.4 tấn (51D-121.64),TSCD0015,,,,1.00,,1.00,Dịch vụ,TSCD,,DV,,0%,,,,21046,7/5/2017
Xe ô tô tải 2.4 tấn Ollin (51D-120.81),TSCD0016,,,,1.00,,1.00,Dịch vụ,TSCD,,DV,,0%,,,,21047,7/5/2017
Xe ô tô tải 2.4 tấn Ollin (51D-120.07),TSCD0017,,,,1.00,,1.00,Dịch vụ,TSCD,,DV,,0%,,,,21048,7/5/2017
Xe ô tô tải 2.4 tấn Ollin (51D-120.24),TSCD0018,,,,1.00,,1.00,Dịch vụ,TSCD,,DV,,0%,,,,21049,7/5/2017
Xe ô tô tải 2.4 tấn Ollin (51D-120.42),TSCD0019,,,,1.00,,1.00,Dịch vụ,TSCD,,DV,,0%,,,,21050,7/5/2017
Xe ô tô tải 2.4 tấn Ollin (51D-120.29),TSCD0020,,,,1.00,,1.00,Dịch vụ,TSCD,,DV,,0%,,,,21051,7/5/2017
Xe ô tô tải 2.4 tấn Ollin (51D-120.35),TSCD0021,,,,1.00,,1.00,Dịch vụ,TSCD,,DV,,0%,,,,21052,7/5/2017
Xe ô tô tải 2.4 tấn Ollin (51D-121.84),TSCD0022,,,,1.00,,1.00,Dịch vụ,TSCD,,DV,,0%,,,,21053,7/5/2017
Xe ô tô tải 2.4 tấn Ollin (51D-120.73),TSCD0023,,,,1.00,,1.00,Dịch vụ,TSCD,,DV,,0%,,,,21054,7/5/2017
Xe ô tô tải 2.4 tấn Ollin (51D-121.30),TSCD0024,,,,1.00,,1.00,Dịch vụ,TSCD,,DV,,0%,,,,21055,7/5/2017
Xe ô tô tải 2.4 tấn Ollin (61C-269.53),TSCD0026,,,,1.00,,1.00,Dịch vụ,TSCD,,DV,,0%,,,,21056,7/5/2017
Xe ô tô tải 4.995 tấn Ollin (61C-270.05),TSCD0027,,,,1.00,,1.00,Dịch vụ,TSCD,,DV,,0%,,,,21057,7/5/2017
Xe nâng Komatsu FD35-5 (SK M128B-33426),TSCD0028,,,,1.00,,1.00,Dịch vụ,TSCD,,DV,,0%,,,,21058,7/5/2017
Xe nâng Nissan F04D40T (SK F19C-55366),TSCD0029,,,,1.00,,1.00,Dịch vụ,TSCD,,DV,,0%,,,,21059,7/5/2017
Xe nâng Mitsubishi 3.0 (Đà Nẵng),TSCD0030,,,,1.00,,1.00,Dịch vụ,TSCD,,DV,,0%,,,,21060,7/5/2017
Xe ô tô tải 2.4 tấn Ollin (43C-153.27),TSCD0031,,,,1.00,,1.00,Dịch vụ,TSCD,,DV,,0%,,,,21061,7/5/2017
Xe ô tô tải 4.995 tấn Ollin (43C-153.70),TSCD0032,,,,1.00,,1.00,Dịch vụ,TSCD,,DV,,0%,,,,21062,7/5/2017
Xe nâng Komatsu FD 40.5 (SK: M1283-34364),TSCD0033,,,,1.00,,1.00,Dịch vụ,TSCD,,DV,,0%,,,,21063,7/5/2017
Xe ô tô tải Ollin 4.995 tấn (60C-344.96),TSCD0034,,,,1.00,,1.00,Dịch vụ,TSCD,,DV,,0%,,,,21064,7/5/2017
Xe ô tô tải Ollin 4.995 tấn (60C-351.67),TSCD0035,,,,1.00,,1.00,Dịch vụ,TSCD,,DV,,0%,,,,21065,7/5/2017
Xe ô tô tải 2.4 tấn Ollin (51C-129.29),TSCD0036,,,,1.00,,1.00,Dịch vụ,TSCD,,DV,,0%,,,,21066,7/5/2017
Xe ô tô tải 2.4 tấn Ollin (51C-128.25),TSCD0037,,,,1.00,,1.00,Dịch vụ,TSCD,,DV,,0%,,,,21067,7/5/2017
Máy chủ HP Prolian DL380 GEN9,TSCD0038,,,,1.00,,1.00,Dịch vụ,TSCD,,DV,,0%,,,,21068,7/5/2017
Xe ô tô tải Ford Ranger (60C-360.28),TSCD0039,,,,1.00,,1.00,Dịch vụ,TSCD,,DV,,0%,,,,21069,7/5/2017
Xe  ô tô tải Ford Ranger (51D-144.32),TSCD0040,,,,1.00,,1.00,Dịch vụ,TSCD,,DV,,0%,,,,21070,7/5/2017
"Xe ô tô tải Frontier 1,25tấn (43C-158.85)",TSCD0041,,,,1.00,,1.00,Dịch vụ,TSCD,,DV,,0%,,,,21071,7/5/2017
Phần mềm kế toán Bravo 7,TSCD0042,,Bộ,, ,, ,Dịch vụ,TSCD,,DV,,0%,,,,21072,7/7/2017
Xe ô tô tải 2.4 tấn Ollin (51D-166.24),TSCD0043,,Xe,, ,, ,Dịch vụ,TSCD,,DV,,0%,,,,21073,9/11/2017
Xe ô tô tải 2.4 tấn Ollin (51D-167.58),TSCD0044,,Xe,, ,, ,Dịch vụ,TSCD,,DV,,0%,,,,21074,9/11/2017
Xe nâng Komatsu FD35T-7 (SK: 101445; SM: 26246896),TSCD0045,,Chiếc,, ,, ,Dịch vụ,TSCD,,DV,,0%,,,,21075,9/11/2017
Xe ô tô tải  990 kg TOWNER800 ;SK: HC050963; SM: 1091-3F5* (43C-163.12),TSCD0046,,Xe,, ,, ,Dịch vụ,TSCD,,DV,,0%,,,,21076,9/13/2017
Xe ô tô tải 4.995 tấn Ollin; SK: HC033978; SM: 09013244* (51D-171.69),TSCD0047,,Xe,, ,, ,Dịch vụ,TSCD,,DV,,0%,,,,21077,9/13/2017
Xe ô tô tải 4.995 tấn Ollin; SK: HC033971; SM: 09013321* (51D-170.52),TSCD0048,,Xe,, ,, ,Dịch vụ,TSCD,,DV,,0%,,,,21078,9/13/2017
Xe ô tô tải 4.995 tấn Ollin; SK: HC033970; SM:09013032* (51D-169.51),TSCD0049,,Xe,, ,, ,Dịch vụ,TSCD,,DV,,0%,,,,21079,9/13/2017
Xe ô tô tải 4.995 tấn Ollin; SK: HC033982; SM: 09013336* (51D-180.38),TSCD0050,,Xe,, ,, ,Dịch vụ,TSCD,,DV,,0%,,,,21080,10/6/2017
Xe ô tô tải 4.995 tấn Ollin; SK: HC033974; SM: BB09013319 (51D-190.58),TSCD0051,,Xe,, ,, ,Dịch vụ,TSCD,,DV,,0%,,,,21081,11/4/2017
Xe ô tô tải 4.995 tấn Ollin; SK: HC033983; SM: BB09013247 (51D-190.42),TSCD0052,,Xe,, ,, ,Dịch vụ,TSCD,,DV,,0%,,,,21082,11/4/2017
Xe ô tô tải 4.995 tấn Ollin; SK: HC033977; SM: BB09013286 (60C-385.77),TSCD0053,,Xe,, ,, ,Dịch vụ,TSCD,,DV,,0%,,,,21083,11/21/2017
Xe nâng Sumitomo FD40 (SK 108887),TSCD0054,,Chiếc,, ,, ,Dịch vụ,TSCD,,DV,,0%,,,,21084,12/5/2017
Xe nâng Komatsu FD35-5 (SK 32672),TSCD0055,,Chiếc,, ,, ,Dịch vụ,TSCD,,DV,,0%,,,,21085,12/5/2017
Xe ô tô tải 1.4 tấn Frontier 140-CS/TL; SK: HC053635; SM: JT726534 (43C-171.40),TSCD0056,,Chiếc,, ,, ,Dịch vụ,TSCD,,DV,,0%,,,,21086,12/8/2017
"Xe nâng Nissan 3F430 (SK: W1F4-000125, SM: TD42-205072)",TSCD0057,,Chiếc,, ,, ,Dịch vụ,TSCD,,DV,,0%,,,,21087,12/13/2017
Xe ô tô tải 4.995 tấn Ollin; SK: HC040333; SM: 10014660 (51C-956.58),TSCD0058,,Xe,, ,, ,Dịch vụ,TSCD,,DV,,0%,,,,21088,12/16/2017
Xe ô tô tải 4.995 tấn Ollin; SK: HC040339; SM: 10014630 (51C-955.36),TSCD0059,,Xe,, ,, ,Dịch vụ,TSCD,,DV,,0%,,,,21089,12/16/2017
Xe ô tô tải 4.995 tấn Ollin; SK: HC040341; SM: 10014664 (51C-955.06),TSCD0060,,Xe,, ,, ,Dịch vụ,TSCD,,DV,,0%,,,,21090,12/16/2017
Xe ô tô tải 4.995 tấn Ollin; SK: HC040342; SM: 10014655 (51C-959.72),TSCD0061,,Xe,, ,, ,Dịch vụ,TSCD,,DV,,0%,,,,21091,12/16/2017
Xe ô tô tải 4.995 tấn Ollin; SK: HC040343; SM: 10014425 (51C-960.65),TSCD0062,,Xe,, ,, ,Dịch vụ,TSCD,,DV,,0%,,,,21092,12/16/2017
Xe ô tô tải 2.4 tấn Ollin; SK: HC030004; SM: G057282 (51C-956.54),TSCD0063,,Xe,, ,, ,Dịch vụ,TSCD,,DV,,0%,,,,21093,12/16/2017
Xe ô tô tải 1.4 tấn Frontier 140-CS/TL; SK: HC056592; SM: JT-729972 (43C-172.86),TSCD0064,,Chiếc,, ,, ,Dịch vụ,TSCD,,DV,,0%,,,,21094,12/30/2017
Xe ô tô tải 2.4 tấn Ollin; SK: HC039074; SM: 009570* (43C-172.85),TSCD0065,,Chiếc,, ,, ,Dịch vụ,TSCD,,DV,,0%,,,,21095,12/30/2017
Xe ô tô tải 2.4 tấn Ollin; SK: HC030010; SM: 057252* (51D-307.43),TSCD0066,,Chiếc,, ,, ,Dịch vụ,TSCD,,DV,,0%,,,,21096,2/1/2018
Xe ô tô tải 2.4 tấn Ollin; SK: HC039072; SM: 009525* (51D-309.10),TSCD0067,,Chiếc,, ,, ,Dịch vụ,TSCD,,DV,,0%,,,,21097,2/1/2018
Xe nâng Komatsu FD35-10 (SK 136427),TSCD0068,,Chiếc,, ,, ,Dịch vụ,TSCD,,DV,,0%,,,,21098,2/2/2018
Xe ô tô tải 4.995 tấn Ollin (51D-309.63),TSCD0069,,Xe,, ,, ,Dịch vụ,TSCD,,DV,,0%,,,,21099,4/4/2018
Xe ô tô tải 4.995 tấn Ollin; SK: HC040337; SM: 10014575 (51D-313.81),TSCD0070,,Xe,, ,, ,Dịch vụ,TSCD,,DV,,0%,,,,21100,4/5/2018
Xe nâng Komatsu FD35-5 (SK: M128B-34758),TSCD0071,,Xe,, ,, ,Dịch vụ,TSCD,,DV,,0%,,,,21101,4/5/2018
Xe nâng Komatsu FD35NT-7 (SK: M161-103001),TSCD0072,,Xe,, ,, ,Dịch vụ,TSCD,,DV,,0%,,,,21102,4/5/2018
Xe nâng Komatsu FD35T-7 (SK: M163-104027),TSCD0073,,Xe,, ,, ,Dịch vụ,TSCD,,DV,,0%,,,,21103,4/5/2018
Xe ô tô tải 4.995 tấn Ollin; SK: HC040344; SM: 10014421 (51D-316.12),TSCD0074,,Xe,, ,, ,Dịch vụ,TSCD,,DV,,0%,,,,21104,5/11/2018
Xe ô tô tải 4.995 tấn Ollin; SK: HC040340; SM: 10014658 (51D-317.48),TSCD0075,,Chiếc,, ,, ,Dịch vụ,TSCD,,DV,,0%,,,,21105,5/11/2018
Xe ô tô tải 4.995 tấn Ollin; SK: HC040338; SM: 10014550 (51D-317.38),TSCD0076,,Chiếc,, ,, ,Dịch vụ,TSCD,,DV,,0%,,,,21106,5/11/2018
Xe ô tô tải 3.45 tấn Ollin; SK: HC039076; SM: 009591 (51D-316.13),TSCD0077,,Chiếc,, ,, ,Dịch vụ,TSCD,,DV,,0%,,,,21107,5/11/2018
Xe ô tô tải 3.45 tấn Ollin; SK: HC039092; SM: 009312 (51D-315.79),TSCD0078,,Chiếc,, ,, ,Dịch vụ,TSCD,,DV,,0%,,,,21108,5/11/2018
Xe ô tô tải 1.4 tấn Frontier 140-CS/TL; SK: HC070157; SM: JT735626 (51D-316.38),TSCD0079,,Chiếc,, ,, ,Dịch vụ,TSCD,,DV,,0%,,,,21109,5/14/2018
Xe ô tô con Kia Morning; SK: JC120874; SM: HP079057 (51G-047.54),TSCD0080,,Chiếc,, ,, ,Dịch vụ,TSCD,,DV,,0%,,,,21110,5/14/2018
Xe nâng Mitsubishi FD35T (SK: F19C-00947),TSCD0081,,Chiếc,, ,, ,Dịch vụ,TSCD,,DV,,0%,,,,21111,5/26/2018
Xe ô tô tải 2.4 tấn Ollin345; SK: HC039080; SM: 009585* (51D-324.06),TSCD0082,,Chiếc,, ,, ,Dịch vụ,TSCD,,DV,,0%,,TAI SAN,TAISAN,21112,7/2/2018
Xe ô tô tải 4.995 tấn Ollin; SK: HC069816; SM: 05003921 (63C-120.88),TSCD0083,,Chiếc,, ,, ,Dịch vụ,TSCD,,DV,,0%,,TAI SAN,TAISAN,21113,7/5/2018
Xe ô tô tải 4.995 tấn Ollin; SK: HC069879; SM: 05003666 (69C-044.84),TSCD0084,,Chiếc,, ,, ,Dịch vụ,TSCD,,DV,,0%,,TAI SAN,TAISAN,21114,7/6/2018
Xe ô tô tải 4.995 tấn Ollin; SK: HC069887; SM: 05003686 (70C-126.17),TSCD0085,,Chiếc,, ,, ,Dịch vụ,TSCD,,DV,,0%,,TAI SAN,TAISAN,21115,7/6/2018
Xe ô tô tải 4.995 tấn Ollin; SK: HC069861; SM: 05003809 (51D-261.77),TSCD0086,,Chiếc,, ,, ,Dịch vụ,TSCD,,DV,,0%,,TAI SAN,TAISAN,21116,7/6/2018
"Xe nâng Toyota, quy cách: FDZN30, số khung: FDZN30-27252",TSCD0087,,Chiếc,, ,, ,Dịch vụ,TSCD,,DV,,0%,,TAI SAN,TAISAN,21117,9/4/2018
"Xe nâng Toyota, quy cách: FDZN30, số khung: FDZN30-27072",TSCD0088,,Chiếc,, ,, ,Dịch vụ,TSCD,,DV,,0%,,TAI SAN,TAISAN,21118,10/18/2018
"XE Ô TÔ TẢI 2,4 TẤN,(51D-339.14) Hiệu: FOTON THACO OLLIN345-CS/TL-240, SK: RNHA700ECHC39094, SM: BJ493ZLQ1*H009305 (xe mới 100%)",TSCD0089,,chiếc,, ,, ,Dịch vụ,TSCD,,DV,,0%,,xetai,XETAI,21119,1/15/2019
"XE Ô TÔ TẢI 2,4 TẤN, (51D-341.47)Hiệu: FOTON THACO OLLIN345-CS/TL-240, SK: RNHA700ECHC39085, SM: BJ493ZLQ1*H009298 (xe mới 100%)",TSCD0090,,chiếc,, ,, ,Dịch vụ,TSCD,,DV,,0%,,xetai,XETAI,21120,1/15/2019
